PacketType,PayloadLen,DeviceID,Timestamp,PacketID,accel,Flags,Battery,CRC,time
2,24,3,7717,98,"[0.0, 0.0, 0.0]",3,0,129,0.587
2,24,2,7720,99,"[0.0, 0.0, 0.0]",3,0,31,0.59
2,24,1,7721,99,"[0.0, 0.0, 0.0]",3,0,212,0.591
2,24,3,7722,99,"[0.0, 0.0, 0.0]",3,0,67,0.592
2,24,2,7726,100,"[0.0, 0.0, 0.0]",3,0,120,0.596
2,24,1,7727,100,"[0.0, 0.0, 0.0]",3,0,179,0.597
2,24,3,7728,100,"[0.0, 0.0, 0.0]",3,0,152,0.598
2,24,1,7729,100,"[0.0, 0.0, 0.0]",3,0,124,0.599
2,24,2,7732,101,"[0.0, 0.0, 0.0]",3,0,119,0.602
2,24,1,7733,101,"[0.0, 0.0, 0.0]",3,0,188,0.603
2,24,3,7735,101,"[0.0, 0.0, 0.0]",3,0,145,0.605
2,24,2,7738,102,"[0.0, 0.0, 0.0]",3,0,67,0.608
2,24,1,7739,102,"[0.0, 0.0, 0.0]",3,0,136,0.609
2,24,3,7740,102,"[0.0, 0.0, 0.0]",3,0,249,0.61
2,24,3,7745,103,"[0.0, 0.0, 0.0]",3,0,182,0.615
2,24,1,7746,103,"[0.0, 0.0, 0.0]",3,0,33,0.616
2,24,2,7747,103,"[0.0, 0.0, 0.0]",3,0,234,0.617
2,24,2,7750,104,"[0.0, 0.0, 0.0]",3,0,115,0.62
2,24,3,7752,104,"[0.0, 0.0, 0.0]",3,0,2,0.622
2,24,1,7753,104,"[0.0, 0.0, 0.0]",3,0,230,0.623
2,24,1,7757,105,"[0.0, 0.0, 0.0]",3,0,38,0.627
2,24,3,7758,105,"[0.0, 0.0, 0.0]",3,0,177,0.628
2,24,2,7759,105,"[0.0, 0.0, 0.0]",3,0,36,0.629
2,24,1,7762,106,"[0.0, 0.0, 0.0]",3,0,57,0.632
2,24,2,7763,106,"[0.0, 0.0, 0.0]",3,0,242,0.633
2,24,3,7764,106,"[0.0, 0.0, 0.0]",3,0,242,0.634
2,24,2,7768,107,"[0.0, 0.0, 0.0]",3,0,214,0.638
2,24,1,7769,107,"[0.0, 0.0, 0.0]",3,0,29,0.639
2,24,3,7770,107,"[0.0, 0.0, 0.0]",3,0,138,0.64
2,24,3,7774,108,"[0.0, 0.0, 0.0]",3,0,158,0.644
2,24,1,7775,108,"[0.0, 0.0, 0.0]",3,0,122,0.645
2,24,2,7776,108,"[0.0, 0.0, 0.0]",3,0,91,0.646
2,24,1,7780,109,"[0.0, 0.0, 0.0]",3,0,234,0.65
2,24,2,7781,109,"[0.0, 0.0, 0.0]",3,0,33,0.651
2,24,3,7782,109,"[0.0, 0.0, 0.0]",3,0,199,0.652
2,24,3,7786,110,"[0.0, 0.0, 0.0]",3,0,128,0.656
2,24,1,7787,110,"[0.0, 0.0, 0.0]",3,0,100,0.657
2,24,2,7788,110,"[0.0, 0.0, 0.0]",3,0,58,0.658
2,24,1,7791,111,"[0.0, 0.0, 0.0]",3,0,164,0.661
2,24,3,7792,111,"[0.0, 0.0, 0.0]",3,0,143,0.662
2,24,2,7795,111,"[0.0, 0.0, 0.0]",3,0,105,0.665
2,24,1,7800,112,"[0.0, 0.0, 0.0]",3,0,177,0.67
2,24,2,7801,112,"[0.0, 0.0, 0.0]",3,0,122,0.671
2,24,3,7802,112,"[0.0, 0.0, 0.0]",3,0,156,0.672
2,24,2,7805,113,"[0.0, 0.0, 0.0]",3,0,186,0.675
2,24,1,7806,113,"[0.0, 0.0, 0.0]",3,0,2,0.676
2,24,3,7807,113,"[0.0, 0.0, 0.0]",3,0,230,0.677
2,24,2,7811,114,"[0.0, 0.0, 0.0]",3,0,228,0.681
2,24,1,7812,114,"[0.0, 0.0, 0.0]",3,0,186,0.682
2,24,3,7813,114,"[0.0, 0.0, 0.0]",3,0,94,0.683
2,24,2,7817,115,"[0.0, 0.0, 0.0]",3,0,122,0.687
2,24,1,7818,115,"[0.0, 0.0, 0.0]",3,0,194,0.688
2,24,3,7819,115,"[0.0, 0.0, 0.0]",3,0,38,0.689
2,24,2,7823,116,"[0.0, 0.0, 0.0]",3,0,29,0.693
2,24,1,7824,116,"[0.0, 0.0, 0.0]",3,0,25,0.694
2,24,3,7826,116,"[0.0, 0.0, 0.0]",3,0,52,0.696
2,24,1,7830,117,"[0.0, 0.0, 0.0]",3,0,170,0.7
2,24,3,7831,117,"[0.0, 0.0, 0.0]",3,0,78,0.701
2,24,2,7832,117,"[0.0, 0.0, 0.0]",3,0,133,0.702
2,24,3,7835,118,"[0.0, 0.0, 0.0]",3,0,9,0.705
2,24,1,7836,118,"[0.0, 0.0, 0.0]",3,0,120,0.706
2,24,2,7837,118,"[0.0, 0.0, 0.0]",3,0,179,0.707
2,24,1,7840,119,"[0.0, 0.0, 0.0]",3,0,199,0.71
2,24,2,7841,119,"[0.0, 0.0, 0.0]",3,0,12,0.711
2,24,3,7842,119,"[0.0, 0.0, 0.0]",3,0,234,0.712
2,24,2,7846,120,"[0.0, 0.0, 0.0]",3,0,230,0.716
